Prompt,Generated Text,i,MAX_LEN,simple_ttr,root_ttr,log_ttr,mass_ttr,msttr,mattr,hdd,mtld,mtld_ma_wrap,mtld_ma_bid
Indian defense,"Indian defense minister, army chief visit Siachen
India’s defense ministry said on Saturday that Defense Minister Manohar Parrikar and Chief of Army Staff Gen Dalbir Singh visited the world’…
North Korea fires missile into sea: South Korea
South Korea’S military said that North Korea fired a missiles into the sea off its east coast on Monday, the latest in a series of launches…",62,180,0.6891891891891891,5.928629575934783,0.9135144445032708,0.046267969125398975,0.8999999999999999,0.8768000000000004,0.8104692576041211,65.328125,54.770270270270274,32.94117647058823
Indian defense,"Indian defense minister visits India’s most important nuclear plant
The Indian Defense Minister Rajnath Singh visited India's nuclear power plant in Tamil Nadu on Saturday. The plant is located in the southern Indian state of Tami...
India’S Defence Minister To Visit Sri Lanka Next Week
Sri Lankan President Gotabaya Rajapaksa and Indian Minister of Defen...",63,196,0.703125,5.625,0.9153088493882792,0.04688965210090207,0.8999999999999999,0.8820000000000008,0.7851462493599589,64.0,56.96875,58.95238095238095
Indian defense,"Indian defense minister Manohar Parrikar has made an unscheduled visit to the China-Pakistan border to review the security situation along the frontier.
The visit comes after the Indian army reportedly killed three militants in a counter-terror operation in the state of Jammu and Kashmir. It also follows a series of recent cross-border attacks in which Pakistani troops have been accused of shelling Indian positions.",64,188,0.7297297297297297,6.277372492166241,0.9267945442699305,0.039163392615980945,0.88,0.8696000000000005,0.8118990689014758,76.664,75.01369863013699,0.0
Indian defense,"Indian defense minister Rajnath Singh meets US counterpart Jim Mattis in Washington
Indian Defence Minister Rajanth Singh met his US Defense Secretary Jim Matthis in the Pentagon on September 6.
Singh is in USA to attend the 16th India-US 2+2 Ministerial Dialogue. He also met US Secretary of State Mike Pompeo. (Photo: Reuters)
Washington: Indian Defenceminister RajanathSinghmet hisUS Defencesecretary JimMatthisin thePentagononSeptember6to discuss bilateral defence cooperation.Singhin thecompany ofhisdelegationmet USSecretaryofState MikePompeoin theWhite House.Duringthe meeting,SinghandPompemadeannouncementofa joint statement, which was later released by the US Department of Defensesaid the two sides reaffir",65,191,0.7431192660550459,7.758392910291326,0.9367135554620966,0.03106195222348961,0.8899999999999999,0.9054117647058831,0.8678397222021698,102.39091549295776,101.70370370370371,59.18333333333334
Indian defense,"Indian defense minister Rajnath Singh on Tuesday said the Indian Air Force (IAF) has been asked to conduct a detailed analysis of the security situation in the wake of Pakistan's aerial intrusion on Sunday.
Pakistan'a F-16 fighter jet violated Indian airspace on February 27 and dropped a payload of bombs in an uninhabited area in Jammu and Kashmir' s Poonch district. India has conveyed its strong protest to Pakistan over the violation. The IAF has also summoned Pakistan Air Chief to lodge a strong demarche.",66,199,0.723404255319149,7.0136644745597945,0.9287329806647235,0.03611880456973916,0.96,0.9108571428571436,0.8409671687998204,94.57846153846154,89.91489361702128,89.0
Indian defense,"Indian defense minister Manohar Parrikar on Wednesday announced the launch of a new program to make India a leader in the space sector, as he said the country's space agency is also working on a mission to Mars.
""We are planning to launch a space station in 2030 and also a manned mission in a few years,"" Parikkar said at a press conference. ""We have a long-term plan to be a global leader and we are working to achieve this.""
Parikar said India' s space program is working with other nations to help with its goals. He said that India is partnering with the European Space Agency (ESA) on an unmanned mission that will send a satellite to Venus, and that the Indian Space Research Organization (ISRO) is planning a joint mission with ESA to send an Indian spacecraft to the moon.",67,186,0.5182926829268293,6.637384880265758,0.871130904968765,0.0581842801896975,0.88,0.8691428571428568,0.7760689466486556,51.12607944732297,55.359756097560975,51.865182367420005
Indian defense,"Indian defense minister to visit Israel
Indian defense Minister Nirmala Sitharaman is scheduled to make an official visit to Israel in early September.
The visit will be the first by an Indian minister of defense since the two countries established diplomatic relations in 1992. Sources in Jerusalem said that the visit was approved by Prime Minister Benjamin Netanyahu and Indian Prime Minster Narendra Modi.",68,180,0.6231884057971014,5.176591682688076,0.8883102282877793,0.06073895474883181,0.8200000000000001,0.868444444444445,0.7299077733860342,39.85328076598142,45.028985507246375,41.11904761904762
Indian defense,"Indian defense minister Rajnath Singh said on Sunday that the country’s air force will soon deploy a squadron of Rafale fighter jets in the eastern state of Arunachal Pradesh near the border with China.
“The Indian Air Force will be getting a new squad of the Rafales very soon, and it will also be deployed in Arunchal,” Singh told reporters in New Delhi. “This will add to our strength.”
The Rafael is a French twin-engine fighters jet, which can be equipped with nuclear weapons. The aircraft, made by Dassault Aviation, has been deployed by the French air forces in several conflicts, including in Libya, Syria and Iraq. India is the first Asian country to acquire the aircraft. In 2016, India signed a $8.8 billion deal to",69,181,0.6,7.3484692283495345,0.898051725223772,0.046849264410201555,0.8666666666666666,0.8701587301587306,0.7989346171408996,70.02212389380531,68.67333333333333,60.63413461538462
Indian defense,"Indian defense minister AK Antony is on a visit to Russia to participate in the 6th India-Russia annual bilateral meeting on military technical cooperation.
The Indian side is represented by the defense secretary and the chief of the army staff. The Russian side will be represented at the talks by Deputy Defense Minister Yuriy Borisov. Apart from the annual meeting, the two sides will also discuss the prospects of co-operation in developing a fifth generation fighter jet. Antonov said he expects the meeting to be “fruitful”.
Apart form the bilaterial meeting the Indian delegation is also participating in a seminar on the modernization of Russia’s military forces.",70,184,0.5691056910569106,6.311687442672025,0.8828621117364831,0.05604938120029745,0.85,0.8585858585858593,0.7592808216971689,57.47244161656019,52.300813008130085,51.50917899031107
Indian defense,"Indian defense minister Rajnath Singh on Thursday said that the Indian Air Force will soon be getting a squadron of the Rafale fighter jets. India has signed an inter-governmental deal with France to buy 36 Rafales for an estimated $8.7 billion. The first batch of five Rafals is expected to arrive in India in September 2019.
“The Rafael jawan (Rafale) will be here in a few months,” Singh said at the Air Show in Le Bourget, France. He also said India is in talks with Russia for the purchase of S-400 air defense missile system.",71,194,0.6818181818181818,7.150969419341942,0.9185206143943674,0.03991362671083409,0.9199999999999999,0.9227906976744192,0.8333589163378246,102.00581395348837,86.26363636363637,83.06923076923076
Indian defense,"Indian defense minister says no talks with Pakistan until it stops supporting terrorists
The Indian Defense Minister Rajnath Singh has said that India will not hold tal...
Pakistan's new defense chief vows to 'defend' country against Indian aggression
Newly-appointed Pakistani Defence Minister Pervez Khattak has vowed to defend...
China, Pakistan to hold joint military drill in August
BEIJING: China and Pakistan will hold a joint anti-terrorism military exercise i...",72,195,0.6976744186046512,6.469966392206305,0.9191794644449479,0.041778547562598294,0.9066666666666666,0.899354838709678,0.8253232590318286,81.28508771929825,72.79069767441861,61.766666666666666
Indian defense,"Indian defense minister Rajnath Singh has said that the government will continue to help the Kashmiri Pandits.
Singh said this on Saturday during a visit to the Sharda Peeth temple in Uttarakhand. He said, “I am committed to helping the Pundits of Kashi and the people of Jammu and Kahsmir. I am also committed that we will take steps to strengthen the temples.”
The defense ministry said in a statement that Singh also said at the temple that it is the duty of every Indian to protect the country’s heritage and culture. “If we protect our heritages, we also protect ourselves.” He also called on the need to maintain peace and harmony in society. Singh was accompanied by Chief of Defense Staff General Bipin Rawat, Defence Secretary Ajay Kumar and Army Chief General MM",73,184,0.543046357615894,6.673065361923507,0.8783084441352852,0.05584802354879707,0.8666666666666667,0.8629921259842521,0.7779663422222736,60.998089868492066,57.741721854304636,46.327274659863946
Indian defense,"Indian defense minister to visit Iran, Afghanistan
Indian defense Minister Manohar Parrikar will visit Tehran and Kabul from September 14 to 21.
In Teheran, Parikar is to meet Iranian Defense Minister Hossein Dehqan to discuss ways to further boost bilateral defense cooperation between the two countries. He will also hold talks with the Iran’s Armed Forces Chief of Staff Major General Hassan Firouzabadi. During his visit, the Indian minister will attend the 7th edition of the International Defence Exhibition and Seminar (IDES) in Tehrarn. The IDES 015 will be held on September17-20, 916. India is a regular participant in this exhibition. Parikh will then travel to Kabal where he will meet Afghan Defens Minister Bismullah Khan Mohammadi and Chief Executive Abdul",74,200,0.6666666666666666,7.831560082980487,0.9177097153877866,0.03845557682915908,0.8879999999999999,0.9101754385964914,0.8398106441733771,89.80938149688149,96.1304347826087,105.16334033613445
Indian defense,"Indian defense minister Manohar Parrikar.
India’s defense ministry has announced a $1 billion deal to purchase 46 Rafale fighter jets from France’d Dassault Aviation. The deal was agreed upon in January 2016, but the Indian government was waiting for the finalization of the deal. It is expected that the first jet will be delivered to the IAF in 36 months. India is one of Dahault’a major customers. In 1996 India purchased 51 Mirage 90 fighters from Dhault, which were delivered between 00 and 6.",75,200,0.6736842105263158,6.566261453344986,0.9132620802794601,0.04385745282535156,0.8666666666666667,0.8647887323943665,0.798758272542686,76.86215753424656,65.61052631578947,48.93057455540356
Indian defense,"Indian defense forces are not only the best in the world, but also one of the largest in terms of personnel.
The Indian armed forces have a strength of about 1,400,049 active personnel and 2,135,797 reserve personnel as of 31 March 09. The Indian army has a total strength including the Territorial Army of approximately 950 803. There are 570 women in active duty and about a thousand women are in reserve. They also have about two thousand para-military forces. In the Navy, there are about three thousand personnel in service and over a hundred women. About 4,306 women and children are part of its reserve forces and there is a paramilitray force of around 7,565. India has the third largest air force in Asia. It has about four thousand and a few hundred in its reserves. These",76,198,0.47368421052631576,5.839971160707452,0.8512674816350226,0.06816827713350375,0.82,0.8365625000000003,0.7113787899367067,46.47240618101546,43.4671052631579,41.459006211180125
Indian defense,"Indian defense minister Manohar Parrikar.
India’s defense budget is set to increase by 8.6 percent in the next fiscal year, which starts on April 1, Indian Defense Minister Manoranjan Parikar announced on Tuesday. The budget will rise from 2.58 trillion rupees ($39 billion) to 3 trillon rupes ($46 billion).
Parikkar said the increase would help India’ “defense preparedness,” but he did not elaborate. India has long been concerned about China’ national ambitions, and India and China have clashed in disputed border areas. In recent years, China has also begun to flex its military muscles in Asia and the Indian Ocean.",77,189,0.6774193548387096,7.543422685124546,0.9192029010212315,0.038595711294787206,0.9199999999999999,0.8864000000000009,0.8473202052059964,104.58455114822547,86.31451612903226,80.16145833333334
Indian defense,"Indian defense forces are one of the most powerful defense force in the world. It has a very strong and well-equipped army, air force, and navy. India has been a part of many wars and conflicts throughout the years. The Indian army has played a major role in these wars.
The Indian Army is the land-based branch and the largest component of India’s military forces. Its primary responsibility is to ensure the territorial integrity of Indian borders. Indian Armed Forces are among the best in terms of training and equipment. They are well equipped with the latest weapons and technology. In this article, we will discuss the Indian military equipment and their capabilities. We will also look at the future of military technology in India.",78,198,0.5347222222222222,6.416666666666667,0.8740379487141449,0.058360007527547574,0.8720000000000001,0.8520000000000006,0.7418833899024272,48.0,47.826388888888886,50.81481481481481
Indian defense,"Indian defense ministry has approved the procurement of 83 indigenously designed and developed Light Utility Helicopters (LUH) for the Indian Air Force (IAF).
The approval has been given by the Defence Acquisition Council (DAC) chaired by Defense Minister Nirmala Sitharaman.
About LUh:
L-U-H is a new generation, single-engine, light utility helicopter. It is designed to meet the requirements of the armed forces and civilian agencies. The L- U- H will replace the ageing Cheetah and Chetak heli-copters. L UH will be manufactured by Hindustan Aeronautics Ltd (HAL). It will have a maximum take-off weight of around 3,500 kg. Its top speed will exceed 240 km per hour. In addition, it will also",79,196,0.6758620689655173,8.138457025666517,0.9212804453630554,0.03642117147822316,0.8640000000000001,0.8763636363636369,0.8341923931797204,93.14895321876705,101.20689655172414,91.49285714285713
Indian defense,"Indian defense minister Rajnath Singh (L) and his Pakistani counterpart Pervez Khattak shake hands at a bilateral meeting in Agra, Uttar Pradesh state, India, on February 14, 2019. (AFP)
India, Pakistan agree to ‘reduce tensions’
Pakistan and India agreed to “reduce the tension” along their shared border during talks on Thursday between their defense chiefs, a day after a deadly attack on a convoy in Kashmir.
Defense ministers from both countries met in the Indian city of Ahmadabad for a third round of talKS in as many months. “We had a very good meeting,” Indian Defense Minister Raj Nath SIngh said. The two sides agreed “to reduce the risk of accidental escalation and to ensure peace and tranquility,” he added. Sources in New Delhi",80,200,0.625,7.705517503711221,0.9064460973354193,0.04287837275847327,0.88,0.8503125,0.8271550371949414,68.67065599856564,73.48684210526316,51.78518907563025
Indian defense,"Indian defense minister Manohar Parrikar has said that the Indian government will not hesitate to use the nuclear option to deter Pakistan if the latter crosses the ‘red line’.
“We have already made it clear that if we are pushed to the wall, we will have to take recourse to nuclear weapons,” Parikkar told the Times of India in an interview. “If we have a red line, if there is an attempt to cross the redline, it will be a decision of the government. If there are two options, one is to let the country be destroyed and the other is a nuclear war, which one would you prefer?”
The defense minster’s comments come amidst a surge in tensions between India and Pakistan following a series of ceasefire violations by Pakistan along the Line of Control. India has been responding to these violation with “calibrated” retaliation, with the defense",81,193,0.5058139534883721,6.633687809468303,0.8675887150090147,0.05923041828170539,0.84,0.848108108108108,0.7645762117991551,51.96504369538077,53.424418604651166,46.9855397463656
Indian defense,"Indian defense minister Manohar Parrikar has said that the Indian Air Force (IAF) is not interested in purchasing the Russian Su-30MKI fighter jet. The Indian government is currently in the process of finalizing the specifications for its next-generation fighters.
""We are not going to buy the Sukhoi-20s. We are going through the whole process, and I am sure we will get the best aircraft,"" Parikkar told the Economic Times on Monday. He added that India's indigenous Light Combat Aircraft (LCA) Tejas will be a ""major player"" in India’s future air force.",82,190,0.6846846846846847,7.213600767718993,0.9195680153148929,0.039324833055374785,0.8899999999999999,0.8685057471264365,0.8173497704588771,75.31802319338561,70.89189189189189,50.1974025974026
Indian defense,"Indian defense minister Rajnath Singh with US Secretary of Defense Mark Esper in New Delhi, India, on September 18, 2019. (Ministry of defence/Handout via Reuters)
India, US to begin talks on sharing military technology
NEW DELHI/WASHINGTON (Reutuers/Pajhwok): India and the United States will begin negotiations next week on a possible transfer of sensitive military technologies, the Indian defence minister said on Wednesday, in a move that could help New Dehli modernise its armed forces.
The United State and India are also discussing the sale of American drones to India for the first time, two Indian government sources told Reuter. The sources said the two countries were in the final stages of negotiating a deal to purchase a large number of unmann",83,184,0.625,7.5,0.9054283127123036,0.04381640601801325,0.9359999999999999,0.9013333333333332,0.8242281973803236,75.02940693578392,80.53472222222223,77.59630757518082
Indian defense,"Indian defense minister to visit China
Indian Defense Minister A.K. Antony will visit Beijing and Shanghai from April 23 to 30 to attend the 11th Shangri-La Dialogue, a high-level security forum, and the Shangai Cooperation Organization (SCO) Defence Ministers' Meeting.
During his stay in China, Antonny will meet with Chinese Defenese Minister Liang Guanglie to exchange views on bilateral relations and regional and international issues of common concern.",84,192,0.8048780487804879,7.288480720939871,0.950742379294396,0.025737937179340642,0.9333333333333332,0.937241379310345,0.8827551179871859,117.67000000000004,92.0,0.0
Indian defense,"Indian defense minister: Pakistan must take action against terrorists
India's Defense Minister Manohar Parrikar said Pakistan has to take ""effective action"" against the terrorist organizations and individuals operating from its soil.
""The terrorism is not a problem of India alone. It is a global problem,"" Parikkar said at a press conference on Thursday. ""It is the responsibility of all countries to deal with it. We expect that Pakistan will take effective action in this regard,"" he added.",85,196,0.648936170212766,6.291669602178639,0.9048221744747458,0.04823702901543629,0.88,0.865714285714286,0.7977589666446483,61.44388090541936,58.92553191489362,46.993589743589745
Indian defense,"Indian defense minister Rajnath Singh will visit Russia on March 30 to meet his Russian counterpart Sergei Shoigu and hold talks on a range of issues, including the development of the joint Indo-Russian fifth-generation fighter jet.
Singh will also meet Russian President Vladimir Putin during the visit, the defense ministry said in a statement. The Indian minister will be accompanied by a delegation of senior defense officials, it said. Singh’s visit comes a day after the Russian government approved a proposal to develop a fifth generation fighters jet with India.",86,184,0.6213592233009708,6.306107380251476,0.8973303711870915,0.05100741756599167,0.8999999999999999,0.89367088607595,0.7896934486511507,72.75953437188349,64.89320388349515,61.507037943696446
Indian defense,"Indian defense minister says no change in status of Kashmir
Indian Defense Minister Nirmala Sitharaman. (File photo: AFP)
Reuters, New Delhi Friday, 28 September 18
A change of status for the disputed Himalayan region of Jammu and Kshmir is not on the agenda, India’s defense ministry said on Friday.
The comments by Defence Minister, Niramala Sitaharam, came after Pakistan’ s foreign minister, Shah Mahmood Qureshi, said in an interview on Thursday that the status quo in Kahsmir could not be maintained and a change was inevitable. “We are not considering it,” Sitahrman told reporters, when asked about Qurshi’ remarks. She added that India had no plans to change the",87,183,0.6492537313432836,7.515655302557833,0.9118117988872039,0.04145926480942075,0.9039999999999999,0.8941818181818189,0.8315039709660565,84.19561815336463,90.11940298507463,83.94831410825199
Indian defense,"Indian defense minister Rajnath Singh to visit Russia in April
Saturday, 20 March 1:19 0
Indian Defense Minister Raj Nath will visit Moscow on April 3-4 to discuss the development of military and technical cooperation with Russian counterparts.
The Indian Minister of Defence, Rajanth Singh, will pay an official visit to Russia on 4-5 April, the Russian Defenсe Ministry said on Friday. “The Russian side will be represented by Defencе Minister Sergei Shoigu and Deputy Defensе Ministr Sergey Riabkov,” the Ministry’s statement said. The visit will take place in the context of the 50th anniversary of establishment of Indo-Russian military co-operation. It is expected that the two sides will discuss cooperative programs in military-technical sphere, including joint development, production and supply of weapons",88,190,0.58,7.103520254071217,0.8912858063959488,0.049958471710064185,0.8933333333333334,0.9088888888888886,0.8047835942044793,72.40304709141274,70.99333333333334,62.66666666666667
Indian defense,"Indian defense minister to visit Russia in late May
A meeting of the India-Russia Inter-Governmental Commission on Military-Technical Cooperation is scheduled for May 25-26.
The meeting will be held on the sidelines of a meeting between Prime Minister Narendra Modi and Russian President Vladimir Putin. (Reuters)
Indian Defence Minister Manohar Parrikar will visit Moscow in the last week of May for a two-day meeting with his Russian counterpart, Sergei Shoigu, to discuss bilateral defence cooperation, a senior defence official said. The meeting is expected to be followed by a visit by the Indian army chief to Russia. “The defence minister is going to Moscow. He is there on May (28) for two days,” the official told PTI. Asked if the visit will take place on 30 May, the Defense Ministry spok",89,194,0.5403726708074534,6.856560534280176,0.878872807176848,0.05488751701650058,0.8733333333333332,0.8776642335766426,0.7889059770852664,64.39129854759152,58.515527950310556,57.070749303164455
Indian defense,"Indian defense minister Nirmala Sitharaman (C) visits the site of a terrorist attack in Pulwama, India, Feb. 16, 2019.
India’s Defense Minister Niramala Singh has ordered the military to “take revenge” for the deaths of 40 Indian paramilitary soldiers in a suicide attack by a Pakistan-based militant group. Singh, speaking in the northern state of Uttar Pradesh, said the attack on a convoy of Indian security personnel in Indian-administered Kashmir had “shaken the entire nation.”
The attack, which took place on Thursday, was claimed by the Pakistan based militia Jaish-e-Mohammed. India has blamed Pakistan for supporting the group, but Islamabad has denied any involvement. The attack has led to a major diplomatic crisis",90,190,0.5874125874125874,7.0244328840595625,0.8927978062878161,0.04973804170150038,0.8960000000000001,0.8800000000000008,0.7843232357305022,74.0713457076566,68.98601398601399,60.12833333333333
Indian defense,"Indian defense minister Rajnath Singh has expressed concern about the rising cases of cybercrimes in the country. He was speaking at the inauguration of the 12th edition of DefExpo 2022 in Gandhinagar.
Singh said that cyberspace has become the most important battleground of modern warfare. In the last few years, cypercrime has increased manifold. “The Indian Army, Navy and Air Force are working on the cypher front, and are also getting prepared. We will have to be ready to fight in this new battlefield,” he said.",91,181,0.6666666666666666,6.6332495807108,0.9117617991843481,0.0442155966453811,0.8666666666666667,0.8437333333333342,0.7843837397960234,60.50915887048936,63.2020202020202,62.651162790697676
Indian defense,"Indian defense minister Manohar Parrikar said that the Indian Air Force is currently in the process of acquiring 126 Rafale fighter jets from France. India is also planning to purchase 36 more Rafales in a separate deal.
The Rafael is a twin-engine fighters developed by Dassault Aviation of France and has been in service with the French Air force since 2004. The Rafaels are equipped with advanced weapons and sensors and can fly at supersonic speeds. They have a range of 4,808 km and a service ceiling of up to 59,055 feet.",92,198,0.7,7.0,0.9225490200071285,0.03872548999643577,0.8899999999999999,0.903684210526317,0.8210576679906582,91.31944444444444,81.59,72.5580808080808
Indian defense,"Indian defense minister to visit China, to discuss border issues
Indian defense Minister Rajnath Singh will visit Beijing on September 10-12, where he is expected to hold talks with Chinese Defense Minister Wei Fenghe.
The visit is aimed at furthering the ties between the two countries and to address the border dispute between India and China. India’s defense ministry said in a statement that the meeting would focus on “bilateral defense cooperation and regional security.”
China’S defense Ministry has also confirmed the visit. “The two defense ministries will exchange views on bilaterally cooperative matters, including the development of the China-India border region, and will hold a press conference,” a spokesman said. The two sides will also hold the 9th meeting of India-Chinese Joint Working Group on Defence Cooperation. This meeting will be attended by India",93,193,0.5403726708074534,6.856560534280176,0.878872807176848,0.05488751701650058,0.8666666666666667,0.8759124087591239,0.787154012420585,58.15016813787306,61.90683229813665,59.129585326953745
Indian defense,"Indian defense minister Nirmala Sitharaman speaks during a press conference in New Delhi, India, on May 27, 1998. Setharam is India's first female defense chief. (AP/Saurabh Das)
India'S First Female Defense Minister
NEW DELHI, INDIA -- India has named its first woman defense secretary, a former chief of the military' s logistics wing, to help the government navigate a raft of security challenges, including a border standoff with China.
Defense minister, Niramala Sehtaram, announced on Tuesday that she has appointed Gargi Kaul as the new defense undersecretary. Kauls will replace the current under secretary of defense, V.K. Saraswat, who is set to retire on Wednesday. The announcement was made at a news conference.",94,199,0.6642857142857143,7.859934568975204,0.9172253080100311,0.03856931674806145,0.8960000000000001,0.8910344827586204,0.8236035439572419,83.06456397469714,91.9,93.36206110351117
Indian defense,"Indian defense minister says no decision on Rafale jets
Indian Defense Minister Manohar Parrikar has said that the government has not made a decision to buy 36 Rafales fighter j...
Defense minister: No decision yet on India's Rafael deal
The Indian government hasn't made any decision regarding the purchase of 126 multi-role fighters, including 52 French Raf...",95,200,0.7058823529411765,5.820855000871991,0.9174532389546427,0.04504576238237926,0.9199999999999999,0.9272727272727278,0.8009285125176252,68.0,61.38235294117647,52.25
Indian defense,"Indian defense minister Manohar Parrikar has said that India is looking for an opportunity to join the Shanghai Cooperation Organization (SCO).
“We have expressed our interest to be a member of the SCO. We have had a dialogue with Russia, Kazakhstan, and Tajikistan. China is also a permanent member. Now we are looking forward to the expansion of Southeast Asia in the future,” Parikkar said at the 16th Shangri-La Dialogue in Singapore.
The Sino-Russian alliance is not a threat to India, he added. “I would like to emphasize that our alliances are not directed against any country,” the minister said.",96,185,0.5887096774193549,6.555593523977285,0.8900848182319525,0.052505036394294005,0.9,0.8696000000000009,0.7790938391662177,57.109305088601836,54.725806451612904,52.298985086992545
Indian defense,"Indian defense minister Rajnath Singh with PM Modi
S-400 missile system is a long range surface to air missiles system that can detect and destroy aerial targets. The system can also track and engage multiple targets simultaneously.
The Russian S- 4OO system was tested in 2019. It is considered as one of the most advanced missil systems in the world. India has been trying to purchase the system from Russia for quite some time. However, the US has put pressure on India not to buy the missils system. US officials have warned India that it could face sanctions if it goes ahead with the purchase. In 17 September, 30 Indian soldiers were killed in a border clash with China in Ladakh. This incident has further aggravated the tension between the two countries. Russia has said that India can go ahead and purchase S 7",97,189,0.5987261146496815,7.502016713995649,0.8985510113974832,0.046199282599827356,0.8666666666666667,0.8577443609022555,0.8032001436013995,75.2827868852459,68.40127388535032,55.946938775510205
Indian defense,"Indian defense minister Rajnath Singh on Sunday said that the government has made ""significant progress"" in the negotiations for the purchase of the Rafale fighter jets from France.
The government is in talks with French aircraft manufacturer Dassault Aviation for 36 Rafales, which will cost about Rs. 58,00-64,50 billion ($8.9-9.6 billion) for all of them, according to local media reports. The deal is being negotiated on a government-to-government basis. ""The negotiating team has done a commendable job in negotiatiating the deal,"" Singh told reporters in New Delhi. He said the tallies between India and France are ""in the final stages."" ""I can assure you that we are on the right track and have made significant progress,"" he said. Singh also said India is willing to invest in France's aeros",98,200,0.5714285714285714,7.250615737399726,0.8898698572796748,0.04990431910212735,0.8666666666666666,0.8645255474452559,0.7925024116624111,65.62597984322508,59.683229813664596,50.92763157894737
Indian defense,"Indian defense minister Manohar Parrikar on Wednesday said that the government has no plans to ban the use of cryptocurrencies in the country.
The minister was speaking at the 10th edition of the India Economic Summit organized by the World Economics Forum (WEF) in New Delhi. He added that there is no need to take such measures as the Indian government is not against cryptos. However, he also added the same that India will not be in a hurry to legalize the cryptocoins. The government will first have to see the implications of such a move. Parikar said, “The government’s stand on cryptography is very clear. We are not going to say that we will ban it. But we are going at a pace where we can see what is happening in other countries and then take a call.”
He also said",99,183,0.5345911949685535,6.740938478604225,0.8764520060458808,0.05612253808692386,0.8733333333333334,0.864592592592593,0.775487273577905,60.923919159630216,61.43396226415094,53.41207253255446
Indian defense,"Indian defense minister says will not allow China to ‘bully’ India
India’s defense ministry said on Friday it would not let China “bulldoze” India and called on the country’…
U.S. says China has been conducting military operations near Indian border
The United States said that China had conducted military drills near the Indian borders in recent days, a…",100,188,0.6285714285714286,5.259005881071332,0.8907129273593986,0.05923103828117286,0.8400000000000001,0.816521739130435,0.7450211492773612,35.0,41.371428571428574,37.1375415282392
Indian defense,"Indian defense ministry to spend $1.2 billion on new military equipment
The Indian Ministry of Defense will spend around $2.5 billion this year on procurement of new equipment for the Indian Army, Navy and Air Force.
Indian Defence Minister Manohar Parrikar
NEW DELHI, Feb. 25 (UPI) -- India's Ministry Defens e will proc ure equipment worth $ 1.2 bi llion for its Armed Forces this y ear, the Defen se Ministry said on Monday. The Ministry will also spend another $300 million for various projects, including the proc urure of the 90-ton M77 7 Howitzer for $606 million and the $450 mi llio n acquisition of 36 Rafale fighter jets from Dassault Aviation, it said. ""The Ministry is likely to sanction proc",101,195,0.6527777777777778,7.833333333333333,0.9141781609095083,0.03976247706527711,0.9039999999999999,0.9189999999999994,0.8371174117433559,90.07046070460706,91.92361111111111,89.64653784219001
Indian defense,"Indian defense minister says country will buy 200 fighter jets
Indian Defense Minister Manohar Parrikar said the country would buy about 30 French Rafale fighters and 160 Russian Sukhoi Su-35s.
""We have to build up our defense capabilities,"" Parikar told reporters on the sidelines of the Aero India 50th anniversary show. ""The country needs to buy around 40 to 65 fliers. We are in talks with Russia and France to purchase 70-80 planes.""
He said that the government would also buy some of these aircraft for the Indian Air Force (IAF).
The Rafales are the latest version of France's Rafal fights, which are designed for ground attack, reconnaissance, and air-to-air combat. The Su 05 is",102,192,0.647887323943662,7.72046849632954,0.9124185578900518,0.040692243833645364,0.9199999999999999,0.9084745762711866,0.8281772443618363,75.60108341239287,87.72535211267606,89.89134031991175
Indian defense,"Indian defense minister Rajnath Singh on Friday said that the government was considering setting up a separate division in the Home Ministry for Jammu and Kashmir to deal with the situation in Kishtwar, Doda, Kulgam and Anantnag districts.
Speaking to reporters, Singh said, “We have been closely monitoring the developments in these districts and the central government is considering a proposal to create a division for Kishangarh, Doodhpathri, Ananthnagar and other districts to tackle the issue.”
The defense ministry has also asked the state government to make arrangements for the deployment of additional troops in areas where there are large numbers of people. Singh added that he would visit Jamu and Srinagar on Saturday to assess the ground situation.",103,180,0.6015037593984962,6.936879756192959,0.8960559910509477,0.04894127581421926,0.9039999999999999,0.8869724770642206,0.7924266551315452,77.19239921711092,71.30827067669173,57.04609164420485
Indian defense,"Indian defense minister Rajnath Singh, left, and his Pakistani counterpart Khawaja Asif shake hands at the end of their meeting in New Delhi, India, Tuesday, Aug. 29, 1967.
Pakistan's Foreign Minister Khwaja Muhammad Asifs visit to India has been a success, but it is not clear if it will lead to a thaw in relations between the two countries. Asiff met his Indian counterparts, Sushma Swaraj, on Tue
India'S Foreign Secretary S. Jaishankar, right, speaks with Pakisan'
A Pakinstani delegation led by Foreign Affairs Minister, Kh. Muhammad
Asif, arrives at Palam airport in Delh, for talks with Indian Foreign
Minister, Ms. Shrimati S
The Pakistan delegates led
by Foreign affairs minister Kh
Muhammad",104,200,0.6056338028169014,7.216959681351526,0.8988100763971208,0.0470150404647035,0.8799999999999999,0.8789830508474584,0.7921915532795923,68.95315315315315,71.80985915492958,68.84600289196447
